row_index,video_id,rally_id,event_rank,clip_id,feature_source,window_start_original,window_end_original,original_len,video_len_after_collation,joints_npy,pos_npy,shuttle_npy,source_video,zero_pose_frames,zero_pose_rate,shuttle_visible_frames,shuttle_visible_rate,player_pos_out_of_unit_range,quality_group,has_phase02_label,stable_key,match_id,set_id,gt_rally_id,ball_round_id,event_frame_original,event_frame_source,stroke_type_ground_truth,player,server,true_label,true_label_name,reference_split
5945,44,85,34,44_85_event_34,yolo,103112,103130,19,19,project/outputs/features_yolo26x_41_44/44/44_85_event_34_joints.npy,project/outputs/features_yolo26x_41_44/44/44_85_event_34_pos.npy,project/outputs/features_yolo26x_41_44/44/44_85_event_34_shuttle.npy,project/dataset/ShuttleSet_raw_videos/44 - Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals.mp4,16,0.842105,19,1.000000,0,candidate_only_pose_dropout_ge_50,False,,,,,,103121,window_midpoint_estimate,,,,-1,,
5946,44,85,35,44_85_event_35,yolo,103130,103150,21,21,project/outputs/features_yolo26x_41_44/44/44_85_event_35_joints.npy,project/outputs/features_yolo26x_41_44/44/44_85_event_35_pos.npy,project/outputs/features_yolo26x_41_44/44/44_85_event_35_shuttle.npy,project/dataset/ShuttleSet_raw_videos/44 - Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals.mp4,8,0.380952,21,1.000000,0,candidate_only_pose_dropout_25_50,False,,,,,,103140,window_midpoint_estimate,,,,-1,,
5947,44,85,36,44_85_event_36,yolo,103150,103172,23,23,project/outputs/features_yolo26x_41_44/44/44_85_event_36_joints.npy,project/outputs/features_yolo26x_41_44/44/44_85_event_36_pos.npy,project/outputs/features_yolo26x_41_44/44/44_85_event_36_shuttle.npy,project/dataset/ShuttleSet_raw_videos/44 - Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals.mp4,0,0.000000,11,0.478261,0,candidate_only_pose_dropout_lt_25,False,,,,,,103161,window_midpoint_estimate,,,,-1,,
5948,44,85,37,44_85_event_37,yolo,103172,103202,31,31,project/outputs/features_yolo26x_41_44/44/44_85_event_37_joints.npy,project/outputs/features_yolo26x_41_44/44/44_85_event_37_pos.npy,project/outputs/features_yolo26x_41_44/44/44_85_event_37_shuttle.npy,project/dataset/ShuttleSet_raw_videos/44 - Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals.mp4,7,0.225806,25,0.806452,0,candidate_only_pose_dropout_lt_25,False,,,,,,103187,window_midpoint_estimate,,,,-1,,
5949,44,85,38,44_85_event_38,yolo,103202,103232,31,31,project/outputs/features_yolo26x_41_44/44/44_85_event_38_joints.npy,project/outputs/features_yolo26x_41_44/44/44_85_event_38_pos.npy,project/outputs/features_yolo26x_41_44/44/44_85_event_38_shuttle.npy,project/dataset/ShuttleSet_raw_videos/44 - Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals.mp4,28,0.903226,31,1.000000,0,candidate_only_pose_dropout_ge_50,False,,,,,,103217,window_midpoint_estimate,,,,-1,,
5950,44,85,39,44_85_event_39,yolo,103232,103260,29,29,project/outputs/features_yolo26x_41_44/44/44_85_event_39_joints.npy,project/outputs/features_yolo26x_41_44/44/44_85_event_39_pos.npy,project/outputs/features_yolo26x_41_44/44/44_85_event_39_shuttle.npy,project/dataset/ShuttleSet_raw_videos/44 - Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals.mp4,2,0.068966,28,0.965517,40,candidate_only_pose_dropout_lt_25,False,,,,,,103246,window_midpoint_estimate,,,,-1,,
5951,44,86,1,44_86_event_1,yolo,103560,103596,37,37,project/outputs/features_yolo26x_41_44/44/44_86_event_1_joints.npy,project/outputs/features_yolo26x_41_44/44/44_86_event_1_pos.npy,project/outputs/features_yolo26x_41_44/44/44_86_event_1_shuttle.npy,project/dataset/ShuttleSet_raw_videos/44 - Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals.mp4,24,0.648649,37,1.000000,0,candidate_only_pose_dropout_ge_50,False,,,,,,103578,window_midpoint_estimate,,,,-1,,
5952,44,86,2,44_3_21_1,yolo,103596,103638,43,43,project/outputs/features_yolo26x_41_44/44/44_3_21_1_joints.npy,project/outputs/features_yolo26x_41_44/44/44_3_21_1_pos.npy,project/outputs/features_yolo26x_41_44/44/44_3_21_1_shuttle.npy,project/dataset/ShuttleSet_raw_videos/44 - Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals.mp4,37,0.860465,35,0.813953,0,exact_label_pose_dropout_ge_50,True,44:3:21:1,44,3,21,1,103631,phase02_exact,short service,B,1,23,Bottom_short service,test
5953,44,86,3,44_3_21_2,yolo,103638,103662,25,25,project/outputs/features_yolo26x_41_44/44/44_3_21_2_joints.npy,project/outputs/features_yolo26x_41_44/44/44_3_21_2_pos.npy,project/outputs/features_yolo26x_41_44/44/44_3_21_2_shuttle.npy,project/dataset/ShuttleSet_raw_videos/44 - Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals.mp4,6,0.240000,25,1.000000,0,exact_label_pose_dropout_lt_25,True,44:3:21:2,44,3,21,2,103649,phase02_exact,net shot,A,2,1,Top_net shot,test
5954,44,86,4,44_3_21_3,yolo,103662,103688,27,27,project/outputs/features_yolo26x_41_44/44/44_3_21_3_joints.npy,project/outputs/features_yolo26x_41_44/44/44_3_21_3_pos.npy,project/outputs/features_yolo26x_41_44/44/44_3_21_3_shuttle.npy,project/dataset/ShuttleSet_raw_videos/44 - Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals.mp4,17,0.629630,27,1.000000,0,exact_label_pose_dropout_ge_50,True,44:3:21:3,44,3,21,3,103671,phase02_exact,lob,B,2,16,Bottom_lob,test
5955,44,86,5,44_3_21_4,yolo,103688,103710,23,23,project/outputs/features_yolo26x_41_44/44/44_3_21_4_joints.npy,project/outputs/features_yolo26x_41_44/44/44_3_21_4_pos.npy,project/outputs/features_yolo26x_41_44/44/44_3_21_4_shuttle.npy,project/dataset/ShuttleSet_raw_videos/44 - Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals.mp4,5,0.217391,23,1.000000,0,exact_label_pose_dropout_lt_25,True,44:3:21:4,44,3,21,4,103703,phase02_exact,wrist smash,A,2,3,Top_smash,test
5956,44,86,6,44_3_21_5,yolo,103710,103731,22,22,project/outputs/features_yolo26x_41_44/44/44_3_21_5_joints.npy,project/outputs/features_yolo26x_41_44/44/44_3_21_5_pos.npy,project/outputs/features_yolo26x_41_44/44/44_3_21_5_shuttle.npy,project/dataset/ShuttleSet_raw_videos/44 - Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals.mp4,18,0.818182,22,1.000000,0,exact_label_pose_dropout_ge_50,True,44:3:21:5,44,3,21,5,103718,phase02_exact,return net,B,2,14,Bottom_return net,test
5957,44,86,7,44_3_21_6,yolo,103731,103760,30,30,project/outputs/features_yolo26x_41_44/44/44_3_21_6_joints.npy,project/outputs/features_yolo26x_41_44/44/44_3_21_6_pos.npy,project/outputs/features_yolo26x_41_44/44/44_3_21_6_shuttle.npy,project/dataset/ShuttleSet_raw_videos/44 - Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals.mp4,12,0.400000,30,1.000000,0,exact_label_pose_dropout_25_50,True,44:3:21:6,44,3,21,6,103742,phase02_exact,lob,A,2,4,Top_lob,test
5958,44,86,8,44_3_21_7,yolo,103760,103789,30,30,project/outputs/features_yolo26x_41_44/44/44_3_21_7_joints.npy,project/outputs/features_yolo26x_41_44/44/44_3_21_7_pos.npy,project/outputs/features_yolo26x_41_44/44/44_3_21_7_shuttle.npy,project/dataset/ShuttleSet_raw_videos/44 - Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals.mp4,3,0.100000,30,1.000000,0,exact_label_pose_dropout_lt_25,True,44:3:21:7,44,3,21,7,103774,phase02_exact,clear,B,2,17,Bottom_clear,test
5959,44,86,9,44_3_21_8,yolo,103789,103812,24,24,project/outputs/features_yolo26x_41_44/44/44_3_21_8_joints.npy,project/outputs/features_yolo26x_41_44/44/44_3_21_8_pos.npy,project/outputs/features_yolo26x_41_44/44/44_3_21_8_shuttle.npy,project/dataset/ShuttleSet_raw_videos/44 - Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals.mp4,19,0.791667,24,1.000000,0,exact_label_pose_dropout_ge_50,True,44:3:21:8,44,3,21,8,103816,phase02_exact,smash,A,2,3,Top_smash,test
5960,44,86,10,44_3_21_9,yolo,103812,103839,28,28,project/outputs/features_yolo26x_41_44/44/44_3_21_9_joints.npy,project/outputs/features_yolo26x_41_44/44/44_3_21_9_pos.npy,project/outputs/features_yolo26x_41_44/44/44_3_21_9_shuttle.npy,project/dataset/ShuttleSet_raw_videos/44 - Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals.mp4,23,0.821429,28,1.000000,5,exact_label_pose_dropout_ge_50,True,44:3:21:9,44,3,21,9,103828,phase02_exact,return net,B,2,14,Bottom_return net,test
5961,44,86,11,44_3_21_10,yolo,103839,103870,32,32,project/outputs/features_yolo26x_41_44/44/44_3_21_10_joints.npy,project/outputs/features_yolo26x_41_44/44/44_3_21_10_pos.npy,project/outputs/features_yolo26x_41_44/44/44_3_21_10_shuttle.npy,project/dataset/ShuttleSet_raw_videos/44 - Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals.mp4,9,0.281250,32,1.000000,0,exact_label_pose_dropout_25_50,True,44:3:21:10,44,3,21,10,103855,phase02_exact,net shot,A,2,1,Top_net shot,test
5962,44,86,12,44_3_21_11,yolo,103870,103902,33,33,project/outputs/features_yolo26x_41_44/44/44_3_21_11_joints.npy,project/outputs/features_yolo26x_41_44/44/44_3_21_11_pos.npy,project/outputs/features_yolo26x_41_44/44/44_3_21_11_shuttle.npy,project/dataset/ShuttleSet_raw_videos/44 - Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals.mp4,5,0.151515,33,1.000000,0,exact_label_pose_dropout_lt_25,True,44:3:21:11,44,3,21,11,103885,phase02_exact,lob,B,2,16,Bottom_lob,test
5963,44,86,13,44_3_21_12,yolo,103902,103929,28,28,project/outputs/features_yolo26x_41_44/44/44_3_21_12_joints.npy,project/outputs/features_yolo26x_41_44/44/44_3_21_12_pos.npy,project/outputs/features_yolo26x_41_44/44/44_3_21_12_shuttle.npy,project/dataset/ShuttleSet_raw_videos/44 - Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals.mp4,12,0.428571,28,1.000000,0,exact_label_pose_dropout_25_50,True,44:3:21:12,44,3,21,12,103922,phase02_exact,clear,A,2,5,Top_clear,test
5964,44,86,14,44_86_event_14,yolo,103929,103948,20,20,project/outputs/features_yolo26x_41_44/44/44_86_event_14_joints.npy,project/outputs/features_yolo26x_41_44/44/44_86_event_14_pos.npy,project/outputs/features_yolo26x_41_44/44/44_86_event_14_shuttle.npy,project/dataset/ShuttleSet_raw_videos/44 - Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals.mp4,18,0.900000,20,1.000000,0,candidate_only_pose_dropout_ge_50,False,,,,,,103938,window_midpoint_estimate,,,,-1,,
5965,44,86,15,44_3_21_13,yolo,103948,103970,23,23,project/outputs/features_yolo26x_41_44/44/44_3_21_13_joints.npy,project/outputs/features_yolo26x_41_44/44/44_3_21_13_pos.npy,project/outputs/features_yolo26x_41_44/44/44_3_21_13_shuttle.npy,project/dataset/ShuttleSet_raw_videos/44 - Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals.mp4,17,0.739130,23,1.000000,0,exact_label_pose_dropout_ge_50,True,44:3:21:13,44,3,21,13,103961,phase02_exact,smash,B,3,15,Bottom_smash,test
5966,44,86,16,44_86_event_16,yolo,103970,103990,21,21,project/outputs/features_yolo26x_41_44/44/44_86_event_16_joints.npy,project/outputs/features_yolo26x_41_44/44/44_86_event_16_pos.npy,project/outputs/features_yolo26x_41_44/44/44_86_event_16_shuttle.npy,project/dataset/ShuttleSet_raw_videos/44 - Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals.mp4,21,1.000000,21,1.000000,0,candidate_only_all_pose_missing,False,,,,,,103980,window_midpoint_estimate,,,,-1,,
5967,44,86,17,44_86_event_17,yolo,103990,104006,17,17,project/outputs/features_yolo26x_41_44/44/44_86_event_17_joints.npy,project/outputs/features_yolo26x_41_44/44/44_86_event_17_pos.npy,project/outputs/features_yolo26x_41_44/44/44_86_event_17_shuttle.npy,project/dataset/ShuttleSet_raw_videos/44 - Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals.mp4,17,1.000000,17,1.000000,0,candidate_only_all_pose_missing,False,,,,,,103998,window_midpoint_estimate,,,,-1,,
5968,44,86,18,44_86_event_18,yolo,104006,104040,35,35,project/outputs/features_yolo26x_41_44/44/44_86_event_18_joints.npy,project/outputs/features_yolo26x_41_44/44/44_86_event_18_pos.npy,project/outputs/features_yolo26x_41_44/44/44_86_event_18_shuttle.npy,project/dataset/ShuttleSet_raw_videos/44 - Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals.mp4,28,0.800000,34,0.971429,7,candidate_only_pose_dropout_ge_50,False,,,,,,104023,window_midpoint_estimate,,,,-1,,
5969,44,87,1,44_87_event_1,yolo,104850,104872,23,23,project/outputs/features_yolo26x_41_44/44/44_87_event_1_joints.npy,project/outputs/features_yolo26x_41_44/44/44_87_event_1_pos.npy,project/outputs/features_yolo26x_41_44/44/44_87_event_1_shuttle.npy,project/dataset/ShuttleSet_raw_videos/44 - Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals.mp4,9,0.391304,2,0.086957,0,candidate_only_pose_dropout_25_50,False,,,,,,104861,window_midpoint_estimate,,,,-1,,
5970,44,87,2,44_87_event_2,yolo,104872,104918,47,47,project/outputs/features_yolo26x_41_44/44/44_87_event_2_joints.npy,project/outputs/features_yolo26x_41_44/44/44_87_event_2_pos.npy,project/outputs/features_yolo26x_41_44/44/44_87_event_2_shuttle.npy,project/dataset/ShuttleSet_raw_videos/44 - Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals.mp4,0,0.000000,29,0.617021,0,candidate_only_pose_dropout_lt_25,False,,,,,,104895,window_midpoint_estimate,,,,-1,,
5971,44,87,3,44_87_event_3,yolo,104918,104958,41,41,project/outputs/features_yolo26x_41_44/44/44_87_event_3_joints.npy,project/outputs/features_yolo26x_41_44/44/44_87_event_3_pos.npy,project/outputs/features_yolo26x_41_44/44/44_87_event_3_shuttle.npy,project/dataset/ShuttleSet_raw_videos/44 - Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals.mp4,0,0.000000,7,0.170732,0,candidate_only_pose_dropout_lt_25,False,,,,,,104938,window_midpoint_estimate,,,,-1,,
5972,44,87,4,44_87_event_4,yolo,104958,104987,30,30,project/outputs/features_yolo26x_41_44/44/44_87_event_4_joints.npy,project/outputs/features_yolo26x_41_44/44/44_87_event_4_pos.npy,project/outputs/features_yolo26x_41_44/44/44_87_event_4_shuttle.npy,project/dataset/ShuttleSet_raw_videos/44 - Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals.mp4,0,0.000000,10,0.333333,0,candidate_only_pose_dropout_lt_25,False,,,,,,104972,window_midpoint_estimate,,,,-1,,
5973,44,87,5,44_87_event_5,yolo,104987,105014,28,28,project/outputs/features_yolo26x_41_44/44/44_87_event_5_joints.npy,project/outputs/features_yolo26x_41_44/44/44_87_event_5_pos.npy,project/outputs/features_yolo26x_41_44/44/44_87_event_5_shuttle.npy,project/dataset/ShuttleSet_raw_videos/44 - Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals.mp4,0,0.000000,11,0.392857,0,candidate_only_pose_dropout_lt_25,False,,,,,,105000,window_midpoint_estimate,,,,-1,,
5974,44,87,6,44_87_event_6,yolo,105014,105030,17,17,project/outputs/features_yolo26x_41_44/44/44_87_event_6_joints.npy,project/outputs/features_yolo26x_41_44/44/44_87_event_6_pos.npy,project/outputs/features_yolo26x_41_44/44/44_87_event_6_shuttle.npy,project/dataset/ShuttleSet_raw_videos/44 - Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals.mp4,0,0.000000,17,1.000000,0,candidate_only_pose_dropout_lt_25,False,,,,,,105022,window_midpoint_estimate,,,,-1,,
5975,44,87,7,44_87_event_7,yolo,105030,105052,23,23,project/outputs/features_yolo26x_41_44/44/44_87_event_7_joints.npy,project/outputs/features_yolo26x_41_44/44/44_87_event_7_pos.npy,project/outputs/features_yolo26x_41_44/44/44_87_event_7_shuttle.npy,project/dataset/ShuttleSet_raw_videos/44 - Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals.mp4,0,0.000000,23,1.000000,0,candidate_only_pose_dropout_lt_25,False,,,,,,105041,window_midpoint_estimate,,,,-1,,
5976,44,87,8,44_87_event_8,yolo,105052,105086,35,35,project/outputs/features_yolo26x_41_44/44/44_87_event_8_joints.npy,project/outputs/features_yolo26x_41_44/44/44_87_event_8_pos.npy,project/outputs/features_yolo26x_41_44/44/44_87_event_8_shuttle.npy,project/dataset/ShuttleSet_raw_videos/44 - Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals.mp4,0,0.000000,17,0.485714,0,candidate_only_pose_dropout_lt_25,False,,,,,,105069,window_midpoint_estimate,,,,-1,,
5977,44,87,9,44_87_event_9,yolo,105086,105124,39,39,project/outputs/features_yolo26x_41_44/44/44_87_event_9_joints.npy,project/outputs/features_yolo26x_41_44/44/44_87_event_9_pos.npy,project/outputs/features_yolo26x_41_44/44/44_87_event_9_shuttle.npy,project/dataset/ShuttleSet_raw_videos/44 - Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals.mp4,0,0.000000,13,0.333333,0,candidate_only_pose_dropout_lt_25,False,,,,,,105105,window_midpoint_estimate,,,,-1,,
5978,44,87,10,44_3_22_1,yolo,105124,105152,29,29,project/outputs/features_yolo26x_41_44/44/44_3_22_1_joints.npy,project/outputs/features_yolo26x_41_44/44/44_3_22_1_pos.npy,project/outputs/features_yolo26x_41_44/44/44_3_22_1_shuttle.npy,project/dataset/ShuttleSet_raw_videos/44 - Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals.mp4,0,0.000000,15,0.517241,0,exact_label_pose_dropout_lt_25,True,44:3:22:1,44,3,22,1,105142,phase02_exact,short service,A,1,11,Top_short service,test
5979,44,87,11,44_3_22_2,yolo,105152,105184,33,33,project/outputs/features_yolo26x_41_44/44/44_3_22_2_joints.npy,project/outputs/features_yolo26x_41_44/44/44_3_22_2_pos.npy,project/outputs/features_yolo26x_41_44/44/44_3_22_2_shuttle.npy,project/dataset/ShuttleSet_raw_videos/44 - Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals.mp4,14,0.424242,33,1.000000,0,exact_label_pose_dropout_25_50,True,44:3:22:2,44,3,22,2,105167,phase02_exact,lob,B,2,16,Bottom_lob,test
5980,44,87,12,44_3_22_3,yolo,105184,105218,35,35,project/outputs/features_yolo26x_41_44/44/44_3_22_3_joints.npy,project/outputs/features_yolo26x_41_44/44/44_3_22_3_pos.npy,project/outputs/features_yolo26x_41_44/44/44_3_22_3_shuttle.npy,project/dataset/ShuttleSet_raw_videos/44 - Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals.mp4,19,0.542857,35,1.000000,0,exact_label_pose_dropout_ge_50,True,44:3:22:3,44,3,22,3,105195,phase02_exact,wrist smash,A,2,3,Top_smash,test
5981,44,87,13,44_3_22_5,yolo,105218,105250,33,33,project/outputs/features_yolo26x_41_44/44/44_3_22_5_joints.npy,project/outputs/features_yolo26x_41_44/44/44_3_22_5_pos.npy,project/outputs/features_yolo26x_41_44/44/44_3_22_5_shuttle.npy,project/dataset/ShuttleSet_raw_videos/44 - Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals.mp4,22,0.666667,33,1.000000,0,exact_label_pose_dropout_ge_50,True,44:3:22:5,44,3,22,5,105236,phase02_exact,push,A,2,8,Top_push,test
5982,44,87,14,44_3_22_7,yolo,105250,105276,27,27,project/outputs/features_yolo26x_41_44/44/44_3_22_7_joints.npy,project/outputs/features_yolo26x_41_44/44/44_3_22_7_pos.npy,project/outputs/features_yolo26x_41_44/44/44_3_22_7_shuttle.npy,project/dataset/ShuttleSet_raw_videos/44 - Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals.mp4,22,0.814815,27,1.000000,0,exact_label_pose_dropout_ge_50,True,44:3:22:7,44,3,22,7,105267,phase02_exact,return net,A,2,2,Top_return net,test
5983,44,87,15,44_3_22_8,yolo,105276,105304,29,29,project/outputs/features_yolo26x_41_44/44/44_3_22_8_joints.npy,project/outputs/features_yolo26x_41_44/44/44_3_22_8_pos.npy,project/outputs/features_yolo26x_41_44/44/44_3_22_8_shuttle.npy,project/dataset/ShuttleSet_raw_videos/44 - Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals.mp4,21,0.724138,29,1.000000,0,exact_label_pose_dropout_ge_50,True,44:3:22:8,44,3,22,8,105288,phase02_exact,lob,B,2,16,Bottom_lob,test
5984,44,87,16,44_3_22_9,yolo,105304,105332,29,29,project/outputs/features_yolo26x_41_44/44/44_3_22_9_joints.npy,project/outputs/features_yolo26x_41_44/44/44_3_22_9_pos.npy,project/outputs/features_yolo26x_41_44/44/44_3_22_9_shuttle.npy,project/dataset/ShuttleSet_raw_videos/44 - Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals.mp4,21,0.724138,29,1.000000,3,exact_label_pose_dropout_ge_50,True,44:3:22:9,44,3,22,9,105316,phase02_exact,smash,A,2,3,Top_smash,test
5985,44,87,17,44_3_22_10,yolo,105332,105352,21,21,project/outputs/features_yolo26x_41_44/44/44_3_22_10_joints.npy,project/outputs/features_yolo26x_41_44/44/44_3_22_10_pos.npy,project/outputs/features_yolo26x_41_44/44/44_3_22_10_shuttle.npy,project/dataset/ShuttleSet_raw_videos/44 - Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals.mp4,9,0.428571,21,1.000000,0,exact_label_pose_dropout_25_50,True,44:3:22:10,44,3,22,10,105331,phase02_exact,return net,B,2,14,Bottom_return net,test
5986,44,87,18,44_3_22_11,yolo,105352,105374,23,23,project/outputs/features_yolo26x_41_44/44/44_3_22_11_joints.npy,project/outputs/features_yolo26x_41_44/44/44_3_22_11_pos.npy,project/outputs/features_yolo26x_41_44/44/44_3_22_11_shuttle.npy,project/dataset/ShuttleSet_raw_videos/44 - Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals.mp4,8,0.347826,23,1.000000,0,exact_label_pose_dropout_25_50,True,44:3:22:11,44,3,22,11,105355,phase02_exact,rush,A,3,9,Top_rush,test
5987,44,87,19,44_87_event_19,yolo,105374,105406,33,33,project/outputs/features_yolo26x_41_44/44/44_87_event_19_joints.npy,project/outputs/features_yolo26x_41_44/44/44_87_event_19_pos.npy,project/outputs/features_yolo26x_41_44/44/44_87_event_19_shuttle.npy,project/dataset/ShuttleSet_raw_videos/44 - Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals.mp4,15,0.454545,33,1.000000,0,candidate_only_pose_dropout_25_50,False,,,,,,105390,window_midpoint_estimate,,,,-1,,
5988,44,87,20,44_87_event_20,yolo,105406,105440,35,35,project/outputs/features_yolo26x_41_44/44/44_87_event_20_joints.npy,project/outputs/features_yolo26x_41_44/44/44_87_event_20_pos.npy,project/outputs/features_yolo26x_41_44/44/44_87_event_20_shuttle.npy,project/dataset/ShuttleSet_raw_videos/44 - Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals.mp4,3,0.085714,29,0.828571,0,candidate_only_pose_dropout_lt_25,False,,,,,,105423,window_midpoint_estimate,,,,-1,,
5989,44,87,21,44_87_event_21,yolo,105440,105461,22,22,project/outputs/features_yolo26x_41_44/44/44_87_event_21_joints.npy,project/outputs/features_yolo26x_41_44/44/44_87_event_21_pos.npy,project/outputs/features_yolo26x_41_44/44/44_87_event_21_shuttle.npy,project/dataset/ShuttleSet_raw_videos/44 - Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals.mp4,0,0.000000,18,0.818182,0,candidate_only_pose_dropout_lt_25,False,,,,,,105450,window_midpoint_estimate,,,,-1,,
5990,44,87,22,44_87_event_22,yolo,105461,105480,20,20,project/outputs/features_yolo26x_41_44/44/44_87_event_22_joints.npy,project/outputs/features_yolo26x_41_44/44/44_87_event_22_pos.npy,project/outputs/features_yolo26x_41_44/44/44_87_event_22_shuttle.npy,project/dataset/ShuttleSet_raw_videos/44 - Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals.mp4,12,0.600000,6,0.300000,10,candidate_only_pose_dropout_ge_50,False,,,,,,105470,window_midpoint_estimate,,,,-1,,
5991,44,88,1,44_88_event_1,yolo,106080,106112,33,33,project/outputs/features_yolo26x_41_44/44/44_88_event_1_joints.npy,project/outputs/features_yolo26x_41_44/44/44_88_event_1_pos.npy,project/outputs/features_yolo26x_41_44/44/44_88_event_1_shuttle.npy,project/dataset/ShuttleSet_raw_videos/44 - Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals.mp4,1,0.030303,24,0.727273,0,candidate_only_pose_dropout_lt_25,False,,,,,,106096,window_midpoint_estimate,,,,-1,,
5992,44,88,2,44_88_event_2,yolo,106112,106137,26,26,project/outputs/features_yolo26x_41_44/44/44_88_event_2_joints.npy,project/outputs/features_yolo26x_41_44/44/44_88_event_2_pos.npy,project/outputs/features_yolo26x_41_44/44/44_88_event_2_shuttle.npy,project/dataset/ShuttleSet_raw_videos/44 - Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals.mp4,0,0.000000,16,0.615385,0,candidate_only_pose_dropout_lt_25,False,,,,,,106124,window_midpoint_estimate,,,,-1,,
