row_index,video_id,rally_id,event_rank,clip_id,feature_alias_source_clip_id,feature_source,window_strategy,player_order,event_offset_frames,window_start_original,window_end_original,original_len,video_len_after_collation,joints_npy,pos_npy,shuttle_npy,source_video,validity_npz,zero_pose_frames,zero_pose_rate,pose_missing_rate,position_missing_rate,p1_pose_valid_rate,p2_pose_valid_rate,p1_position_valid_rate,p2_position_valid_rate,both_pose_missing_rate,both_position_missing_rate,pose_tensor_zero_rate,position_tensor_zero_rate,shuttle_visible_frames,shuttle_visible_rate,player_pos_out_of_unit_range,player_side_inconsistent_rate,quality_group,has_phase02_label,stable_key,match_id,set_id,gt_rally_id,ball_round_id,event_frame_original,event_frame_source,stroke_type_ground_truth,player,server,true_label,true_label_name,reference_split
2851,44,71,8,44_3_5_8,,yolo26x_tracked,bst-compatible,"Top,Bottom",44,84576,84649,74,74,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/44/44_3_5_8_joints.npy,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/44/44_3_5_8_pos.npy,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/44/44_3_5_8_shuttle.npy,project/dataset/ShuttleSet_raw_videos/44 - Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals.mp4,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/44/44_3_5_8_validity.npz,3,0.04054049999999998,0.04054049999999998,0.04054049999999998,0.918919,1.000000,0.918919,1.000000,0.000000,0.000000,0.138911,0.040541,74,1.0,0,0.000000,exact_label_pose_dropout_lt_25,True,44:3:5:8,44,3,5,8,84620,phase09_exact,wrist smash,A,2,15,Bottom_smash,test
2852,44,71,9,44_3_5_9,,yolo26x_tracked,bst-compatible,"Top,Bottom",23,84620,84692,73,73,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/44/44_3_5_9_joints.npy,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/44/44_3_5_9_pos.npy,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/44/44_3_5_9_shuttle.npy,project/dataset/ShuttleSet_raw_videos/44 - Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals.mp4,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/44/44_3_5_9_validity.npz,0,0.0,0.0,0.0,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.076753,0.000000,73,1.0,0,0.000000,exact_label_pose_dropout_lt_25,True,44:3:5:9,44,3,5,9,84643,phase09_exact,defensive return lob,B,2,4,Top_lob,test
2853,44,71,10,44_3_5_10,,yolo26x_tracked,bst-compatible,"Top,Bottom",43,84643,84720,78,78,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/44/44_3_5_10_joints.npy,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/44/44_3_5_10_pos.npy,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/44/44_3_5_10_shuttle.npy,project/dataset/ShuttleSet_raw_videos/44 - Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals.mp4,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/44/44_3_5_10_validity.npz,2,0.019230999999999998,0.019230999999999998,0.019230999999999998,0.961538,1.000000,0.961538,1.000000,0.000000,0.000000,0.096908,0.019231,78,1.0,0,0.000000,exact_label_pose_dropout_lt_25,True,44:3:5:10,44,3,5,10,84686,phase09_exact,back-court drive,A,2,18,Bottom_drive,test
2854,44,71,11,44_3_5_11,,yolo26x_tracked,bst-compatible,"Top,Bottom",28,84686,84728,43,43,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/44/44_3_5_11_joints.npy,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/44/44_3_5_11_pos.npy,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/44/44_3_5_11_shuttle.npy,project/dataset/ShuttleSet_raw_videos/44 - Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals.mp4,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/44/44_3_5_11_validity.npz,0,0.0,0.0,0.0,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.097469,0.000000,43,1.0,0,0.000000,exact_label_pose_dropout_lt_25,True,44:3:5:11,44,3,5,11,84714,phase09_exact,rush,B,3,9,Top_rush,test
2855,44,72,1,44_3_6_4,,yolo26x_tracked,bst-compatible,"Top,Bottom",15,85454,85492,39,39,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/44/44_3_6_4_joints.npy,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/44/44_3_6_4_pos.npy,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/44/44_3_6_4_shuttle.npy,project/dataset/ShuttleSet_raw_videos/44 - Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals.mp4,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/44/44_3_6_4_validity.npz,10,0.2564105,0.2564105,0.2564105,0.487179,1.000000,0.487179,1.000000,0.000000,0.000000,0.347285,0.256410,39,1.0,0,0.000000,exact_label_pose_dropout_25_50,True,44:3:6:4,44,3,6,4,85469,phase09_exact,smash,A,2,15,Bottom_smash,test
2856,44,72,2,44_3_6_5,,yolo26x_tracked,bst-compatible,"Top,Bottom",17,85469,85517,49,49,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/44/44_3_6_5_joints.npy,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/44/44_3_6_5_pos.npy,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/44/44_3_6_5_shuttle.npy,project/dataset/ShuttleSet_raw_videos/44 - Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals.mp4,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/44/44_3_6_5_validity.npz,22,0.45918349999999997,0.45918349999999997,0.45918349999999997,0.081633,1.000000,0.081633,1.000000,0.000000,0.000000,0.548019,0.459184,49,1.0,0,0.000000,exact_label_pose_dropout_25_50,True,44:3:6:5,44,3,6,5,85486,phase09_exact,defensive return lob,B,2,4,Top_lob,test
2857,44,72,3,44_3_6_6,,yolo26x_tracked,bst-compatible,"Top,Bottom",25,85486,85525,40,40,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/44/44_3_6_6_joints.npy,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/44/44_3_6_6_pos.npy,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/44/44_3_6_6_shuttle.npy,project/dataset/ShuttleSet_raw_videos/44 - Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals.mp4,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/44/44_3_6_6_validity.npz,20,0.5,0.5,0.5,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.584926,0.500000,40,1.0,0,0.000000,exact_label_pose_dropout_ge_50,True,44:3:6:6,44,3,6,6,85511,phase09_exact,smash,A,3,15,Bottom_smash,test
2858,44,73,1,44_3_7_3,,yolo26x_tracked,bst-compatible,"Top,Bottom",15,86272,86307,36,36,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/44/44_3_7_3_joints.npy,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/44/44_3_7_3_pos.npy,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/44/44_3_7_3_shuttle.npy,project/dataset/ShuttleSet_raw_videos/44 - Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals.mp4,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/44/44_3_7_3_validity.npz,0,0.0,0.0,0.0,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.091503,0.000000,28,0.777778,0,0.000000,exact_label_pose_dropout_lt_25,True,44:3:7:3,44,3,7,3,86287,phase09_exact,drive,A,2,18,Bottom_drive,test
2859,44,73,2,44_3_7_4,,yolo26x_tracked,bst-compatible,"Top,Bottom",14,86287,86326,40,40,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/44/44_3_7_4_joints.npy,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/44/44_3_7_4_pos.npy,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/44/44_3_7_4_shuttle.npy,project/dataset/ShuttleSet_raw_videos/44 - Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals.mp4,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/44/44_3_7_4_validity.npz,0,0.0,0.0,0.0,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.095956,0.000000,40,1.0,0,0.000000,exact_label_pose_dropout_lt_25,True,44:3:7:4,44,3,7,4,86301,phase09_exact,net shot,B,2,1,Top_net shot,test
2860,44,73,3,44_3_7_5,,yolo26x_tracked,bst-compatible,"Top,Bottom",19,86301,86338,38,38,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/44/44_3_7_5_joints.npy,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/44/44_3_7_5_pos.npy,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/44/44_3_7_5_shuttle.npy,project/dataset/ShuttleSet_raw_videos/44 - Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals.mp4,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/44/44_3_7_5_validity.npz,0,0.0,0.0,0.0,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.107972,0.000000,38,1.0,0,0.000000,exact_label_pose_dropout_lt_25,True,44:3:7:5,44,3,7,5,86320,phase09_exact,rush,A,2,21,Bottom_rush,test
2861,44,73,4,44_3_7_6,,yolo26x_tracked,bst-compatible,"Top,Bottom",12,86320,86356,37,37,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/44/44_3_7_6_joints.npy,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/44/44_3_7_6_pos.npy,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/44/44_3_7_6_shuttle.npy,project/dataset/ShuttleSet_raw_videos/44 - Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals.mp4,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/44/44_3_7_6_validity.npz,0,0.0,0.0,0.0,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.102941,0.000000,37,1.0,0,0.000000,exact_label_pose_dropout_lt_25,True,44:3:7:6,44,3,7,6,86332,phase09_exact,defensive return drive,B,2,6,Top_drive,test
2862,44,73,5,44_3_7_7,,yolo26x_tracked,bst-compatible,"Top,Bottom",18,86332,86371,40,40,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/44/44_3_7_7_joints.npy,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/44/44_3_7_7_pos.npy,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/44/44_3_7_7_shuttle.npy,project/dataset/ShuttleSet_raw_videos/44 - Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals.mp4,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/44/44_3_7_7_validity.npz,0,0.0,0.0,0.0,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.107721,0.000000,40,1.0,0,0.000000,exact_label_pose_dropout_lt_25,True,44:3:7:7,44,3,7,7,86350,phase09_exact,smash,A,2,15,Bottom_smash,test
2863,44,73,6,44_3_7_8,,yolo26x_tracked,bst-compatible,"Top,Bottom",15,86350,86395,46,46,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/44/44_3_7_8_joints.npy,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/44/44_3_7_8_pos.npy,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/44/44_3_7_8_shuttle.npy,project/dataset/ShuttleSet_raw_videos/44 - Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals.mp4,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/44/44_3_7_8_validity.npz,0,0.0,0.0,0.0,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.101023,0.000000,46,1.0,0,0.000000,exact_label_pose_dropout_lt_25,True,44:3:7:8,44,3,7,8,86365,phase09_exact,return net,B,2,2,Top_return net,test
2864,44,73,7,44_3_7_9,,yolo26x_tracked,bst-compatible,"Top,Bottom",24,86365,86422,58,58,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/44/44_3_7_9_joints.npy,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/44/44_3_7_9_pos.npy,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/44/44_3_7_9_shuttle.npy,project/dataset/ShuttleSet_raw_videos/44 - Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals.mp4,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/44/44_3_7_9_validity.npz,0,0.0,0.0,0.0,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.099138,0.000000,58,1.0,0,0.000000,exact_label_pose_dropout_lt_25,True,44:3:7:9,44,3,7,9,86389,phase09_exact,net shot,A,2,13,Bottom_net shot,test
2865,44,73,8,44_3_7_10,,yolo26x_tracked,bst-compatible,"Top,Bottom",27,86389,86465,77,77,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/44/44_3_7_10_joints.npy,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/44/44_3_7_10_pos.npy,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/44/44_3_7_10_shuttle.npy,project/dataset/ShuttleSet_raw_videos/44 - Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals.mp4,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/44/44_3_7_10_validity.npz,0,0.0,0.0,0.0,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.100458,0.000000,77,1.0,0,0.000000,exact_label_pose_dropout_lt_25,True,44:3:7:10,44,3,7,10,86416,phase09_exact,lob,B,2,4,Top_lob,test
2866,44,73,9,44_3_7_11,,yolo26x_tracked,bst-compatible,"Top,Bottom",43,86416,86484,69,69,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/44/44_3_7_11_joints.npy,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/44/44_3_7_11_pos.npy,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/44/44_3_7_11_shuttle.npy,project/dataset/ShuttleSet_raw_videos/44 - Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals.mp4,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/44/44_3_7_11_validity.npz,2,0.028985499999999997,0.028985499999999997,0.028985499999999997,0.942029,1.000000,0.942029,1.000000,0.000000,0.000000,0.138747,0.028986,69,1.0,0,0.000000,exact_label_pose_dropout_lt_25,True,44:3:7:11,44,3,7,11,86459,phase09_exact,smash,A,2,15,Bottom_smash,test
2867,44,73,10,44_3_7_12,,yolo26x_tracked,bst-compatible,"Top,Bottom",19,86459,86510,52,52,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/44/44_3_7_12_joints.npy,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/44/44_3_7_12_pos.npy,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/44/44_3_7_12_shuttle.npy,project/dataset/ShuttleSet_raw_videos/44 - Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals.mp4,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/44/44_3_7_12_validity.npz,10,0.20192300000000007,0.20192300000000007,0.20192300000000007,0.596154,1.000000,0.596154,1.000000,0.000000,0.000000,0.311934,0.201923,52,1.0,0,0.000000,exact_label_pose_dropout_lt_25,True,44:3:7:12,44,3,7,12,86478,phase09_exact,return net,B,2,2,Top_return net,test
2868,44,73,11,44_3_7_13,,yolo26x_tracked,bst-compatible,"Top,Bottom",26,86478,86518,41,41,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/44/44_3_7_13_joints.npy,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/44/44_3_7_13_pos.npy,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/44/44_3_7_13_shuttle.npy,project/dataset/ShuttleSet_raw_videos/44 - Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals.mp4,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/44/44_3_7_13_validity.npz,14,0.32926849999999996,0.32926849999999996,0.32926849999999996,0.341463,1.000000,0.341463,1.000000,0.000000,0.000000,0.425395,0.329268,41,1.0,0,0.000000,exact_label_pose_dropout_25_50,True,44:3:7:13,44,3,7,13,86504,phase09_exact,rush,A,3,21,Bottom_rush,test
2869,44,74,1,44_3_8_1,,yolo26x_tracked,bst-compatible,"Top,Bottom",15,87273,87320,48,48,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/44/44_3_8_1_joints.npy,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/44/44_3_8_1_pos.npy,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/44/44_3_8_1_shuttle.npy,project/dataset/ShuttleSet_raw_videos/44 - Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals.mp4,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/44/44_3_8_1_validity.npz,0,0.0,0.0,0.0,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.092831,0.000000,37,0.770833,0,0.000000,exact_label_pose_dropout_lt_25,True,44:3:8:1,44,3,8,1,87288,phase09_exact,short service,A,1,23,Bottom_short service,test
2870,44,74,2,44_3_8_2,,yolo26x_tracked,bst-compatible,"Top,Bottom",26,87288,87344,57,57,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/44/44_3_8_2_joints.npy,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/44/44_3_8_2_pos.npy,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/44/44_3_8_2_shuttle.npy,project/dataset/ShuttleSet_raw_videos/44 - Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals.mp4,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/44/44_3_8_2_validity.npz,0,0.0,0.0,0.0,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.096233,0.000000,57,1.0,0,0.000000,exact_label_pose_dropout_lt_25,True,44:3:8:2,44,3,8,2,87314,phase09_exact,net shot,B,2,1,Top_net shot,test
2871,44,74,3,44_3_8_3,,yolo26x_tracked,bst-compatible,"Top,Bottom",24,87314,87380,67,67,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/44/44_3_8_3_joints.npy,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/44/44_3_8_3_pos.npy,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/44/44_3_8_3_shuttle.npy,project/dataset/ShuttleSet_raw_videos/44 - Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals.mp4,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/44/44_3_8_3_validity.npz,0,0.0,0.0,0.0,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.112599,0.000000,67,1.0,0,0.000000,exact_label_pose_dropout_lt_25,True,44:3:8:3,44,3,8,3,87338,phase09_exact,lob,A,2,16,Bottom_lob,test
2872,44,74,4,44_3_8_4,,yolo26x_tracked,bst-compatible,"Top,Bottom",36,87338,87397,60,60,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/44/44_3_8_4_joints.npy,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/44/44_3_8_4_pos.npy,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/44/44_3_8_4_shuttle.npy,project/dataset/ShuttleSet_raw_videos/44 - Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals.mp4,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/44/44_3_8_4_validity.npz,0,0.0,0.0,0.0,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.109804,0.000000,60,1.0,0,0.000000,exact_label_pose_dropout_lt_25,True,44:3:8:4,44,3,8,4,87374,phase09_exact,back-court drive,B,2,6,Top_drive,test
2873,44,74,5,44_3_8_5,,yolo26x_tracked,bst-compatible,"Top,Bottom",17,87374,87422,49,49,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/44/44_3_8_5_joints.npy,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/44/44_3_8_5_pos.npy,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/44/44_3_8_5_shuttle.npy,project/dataset/ShuttleSet_raw_videos/44 - Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals.mp4,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/44/44_3_8_5_validity.npz,0,0.0,0.0,0.0,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.097239,0.000000,49,1.0,0,0.000000,exact_label_pose_dropout_lt_25,True,44:3:8:5,44,3,8,5,87391,phase09_exact,return net,A,2,14,Bottom_return net,test
2874,44,74,6,44_3_8_6,,yolo26x_tracked,bst-compatible,"Top,Bottom",25,87391,87461,71,71,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/44/44_3_8_6_joints.npy,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/44/44_3_8_6_pos.npy,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/44/44_3_8_6_shuttle.npy,project/dataset/ShuttleSet_raw_videos/44 - Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals.mp4,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/44/44_3_8_6_validity.npz,0,0.0,0.0,0.0,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.081814,0.000000,71,1.0,0,0.000000,exact_label_pose_dropout_lt_25,True,44:3:8:6,44,3,8,6,87416,phase09_exact,lob,B,2,4,Top_lob,test
2875,44,74,7,44_3_8_7,,yolo26x_tracked,bst-compatible,"Top,Bottom",39,87416,87490,75,75,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/44/44_3_8_7_joints.npy,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/44/44_3_8_7_pos.npy,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/44/44_3_8_7_shuttle.npy,project/dataset/ShuttleSet_raw_videos/44 - Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals.mp4,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/44/44_3_8_7_validity.npz,0,0.0,0.0,0.0,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.080784,0.000000,75,1.0,0,0.000000,exact_label_pose_dropout_lt_25,True,44:3:8:7,44,3,8,7,87455,phase09_exact,passive drop,A,2,19,Bottom_drop,test
2876,44,74,8,44_3_8_8,,yolo26x_tracked,bst-compatible,"Top,Bottom",29,87455,87517,63,63,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/44/44_3_8_8_joints.npy,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/44/44_3_8_8_pos.npy,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/44/44_3_8_8_shuttle.npy,project/dataset/ShuttleSet_raw_videos/44 - Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals.mp4,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/44/44_3_8_8_validity.npz,0,0.0,0.0,0.0,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.092437,0.000000,63,1.0,0,0.000000,exact_label_pose_dropout_lt_25,True,44:3:8:8,44,3,8,8,87484,phase09_exact,net shot,B,2,1,Top_net shot,test
2877,44,74,9,44_3_8_9,,yolo26x_tracked,bst-compatible,"Top,Bottom",27,87484,87551,68,68,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/44/44_3_8_9_joints.npy,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/44/44_3_8_9_pos.npy,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/44/44_3_8_9_shuttle.npy,project/dataset/ShuttleSet_raw_videos/44 - Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals.mp4,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/44/44_3_8_9_validity.npz,2,0.029411999999999994,0.029411999999999994,0.029411999999999994,0.941176,1.000000,0.941176,1.000000,0.000000,0.000000,0.135164,0.029412,68,1.0,0,0.000000,exact_label_pose_dropout_lt_25,True,44:3:8:9,44,3,8,9,87511,phase09_exact,lob,A,2,16,Bottom_lob,test
2878,44,74,10,44_3_8_10,,yolo26x_tracked,bst-compatible,"Top,Bottom",34,87511,87563,53,53,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/44/44_3_8_10_joints.npy,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/44/44_3_8_10_pos.npy,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/44/44_3_8_10_shuttle.npy,project/dataset/ShuttleSet_raw_videos/44 - Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals.mp4,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/44/44_3_8_10_validity.npz,8,0.1509435,0.1509435,0.1509435,0.698113,1.000000,0.698113,1.000000,0.000000,0.000000,0.259434,0.150943,53,1.0,0,0.000000,exact_label_pose_dropout_lt_25,True,44:3:8:10,44,3,8,10,87545,phase09_exact,smash,B,2,3,Top_smash,test
2879,44,74,11,44_3_8_11,,yolo26x_tracked,bst-compatible,"Top,Bottom",12,87545,87591,47,47,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/44/44_3_8_11_joints.npy,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/44/44_3_8_11_pos.npy,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/44/44_3_8_11_shuttle.npy,project/dataset/ShuttleSet_raw_videos/44 - Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals.mp4,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/44/44_3_8_11_validity.npz,8,0.17021299999999995,0.17021299999999995,0.17021299999999995,0.659574,1.000000,0.659574,1.000000,0.000000,0.000000,0.260325,0.170213,47,1.0,0,0.000000,exact_label_pose_dropout_lt_25,True,44:3:8:11,44,3,8,11,87557,phase09_exact,defensive return drive,A,2,18,Bottom_drive,test
2880,44,74,12,44_3_8_12,,yolo26x_tracked,bst-compatible,"Top,Bottom",28,87557,87602,46,46,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/44/44_3_8_12_joints.npy,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/44/44_3_8_12_pos.npy,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/44/44_3_8_12_shuttle.npy,project/dataset/ShuttleSet_raw_videos/44 - Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals.mp4,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/44/44_3_8_12_validity.npz,4,0.07608700000000002,0.07608700000000002,0.07608700000000002,0.847826,1.000000,0.847826,1.000000,0.000000,0.000000,0.164962,0.076087,46,1.0,0,0.000000,exact_label_pose_dropout_lt_25,True,44:3:8:12,44,3,8,12,87585,phase09_exact,rush,B,2,9,Top_rush,test
