row_index,split,clip_id,source_branch,class_name,label,original_len,video_len_after_collation
23734,train,29_2_32_5,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Bottom_推球/29_2_32_5,Bottom_推球,20,63,63
23735,train,29_2_33_20,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Bottom_推球/29_2_33_20,Bottom_推球,20,70,70
23736,train,29_2_33_2,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Bottom_推球/29_2_33_2,Bottom_推球,20,55,55
23737,train,29_2_35_2,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Bottom_推球/29_2_35_2,Bottom_推球,20,76,76
23738,train,29_2_36_9,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Bottom_推球/29_2_36_9,Bottom_推球,20,63,63
23739,train,29_2_38_5,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Bottom_推球/29_2_38_5,Bottom_推球,20,70,70
23740,train,29_2_3_2,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Bottom_推球/29_2_3_2,Bottom_推球,20,88,88
23741,train,29_2_4_4,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Bottom_推球/29_2_4_4,Bottom_推球,20,58,58
23742,train,29_2_6_2,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Bottom_推球/29_2_6_2,Bottom_推球,20,50,50
23743,train,29_2_8_9,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Bottom_推球/29_2_8_9,Bottom_推球,20,74,74
23744,train,29_2_9_2,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Bottom_推球/29_2_9_2,Bottom_推球,20,65,65
23745,train,2_1_10_6,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Bottom_推球/2_1_10_6,Bottom_推球,20,39,39
23746,train,2_1_11_2,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Bottom_推球/2_1_11_2,Bottom_推球,20,44,44
23747,train,2_1_11_6,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Bottom_推球/2_1_11_6,Bottom_推球,20,54,54
23748,train,2_1_12_12,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Bottom_推球/2_1_12_12,Bottom_推球,20,57,57
23749,train,2_1_12_6,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Bottom_推球/2_1_12_6,Bottom_推球,20,60,60
23750,train,2_1_13_2,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Bottom_推球/2_1_13_2,Bottom_推球,20,60,60
23751,train,2_1_15_2,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Bottom_推球/2_1_15_2,Bottom_推球,20,38,38
23752,train,2_1_15_6,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Bottom_推球/2_1_15_6,Bottom_推球,20,61,61
23753,train,2_1_16_2,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Bottom_推球/2_1_16_2,Bottom_推球,20,33,33
23754,train,2_1_16_6,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Bottom_推球/2_1_16_6,Bottom_推球,20,50,50
23755,train,2_1_16_8,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Bottom_推球/2_1_16_8,Bottom_推球,20,44,44
23756,train,2_1_17_2,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Bottom_推球/2_1_17_2,Bottom_推球,20,50,50
23757,train,2_1_18_37,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Bottom_推球/2_1_18_37,Bottom_推球,20,60,60
23758,train,2_1_18_9,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Bottom_推球/2_1_18_9,Bottom_推球,20,41,41
23759,train,2_1_1_6,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Bottom_推球/2_1_1_6,Bottom_推球,20,55,55
23760,train,2_1_20_10,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Bottom_推球/2_1_20_10,Bottom_推球,20,53,53
23761,train,2_1_22_2,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Bottom_推球/2_1_22_2,Bottom_推球,20,51,51
23762,train,2_1_26_2,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Bottom_推球/2_1_26_2,Bottom_推球,20,46,46
23763,train,2_1_27_18,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Bottom_推球/2_1_27_18,Bottom_推球,20,58,58
23764,train,2_1_27_2,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Bottom_推球/2_1_27_2,Bottom_推球,20,44,44
23765,train,2_1_27_4,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Bottom_推球/2_1_27_4,Bottom_推球,20,48,48
23766,train,2_1_27_8,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Bottom_推球/2_1_27_8,Bottom_推球,20,55,55
23767,train,2_1_28_5,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Bottom_推球/2_1_28_5,Bottom_推球,20,49,49
23768,train,2_1_29_9,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Bottom_推球/2_1_29_9,Bottom_推球,20,63,63
23769,train,2_1_30_2,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Bottom_推球/2_1_30_2,Bottom_推球,20,50,50
23770,train,2_1_30_4,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Bottom_推球/2_1_30_4,Bottom_推球,20,46,46
23771,train,2_1_32_3,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Bottom_推球/2_1_32_3,Bottom_推球,20,39,39
23772,train,2_1_33_15,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Bottom_推球/2_1_33_15,Bottom_推球,20,57,57
23773,train,2_1_33_21,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Bottom_推球/2_1_33_21,Bottom_推球,20,56,56
23774,train,2_1_33_5,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Bottom_推球/2_1_33_5,Bottom_推球,20,35,35
23775,train,2_1_35_2,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Bottom_推球/2_1_35_2,Bottom_推球,20,48,48
23776,train,2_1_3_5,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Bottom_推球/2_1_3_5,Bottom_推球,20,57,57
23777,train,2_1_3_7,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Bottom_推球/2_1_3_7,Bottom_推球,20,46,46
23778,train,2_1_5_12,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Bottom_推球/2_1_5_12,Bottom_推球,20,60,60
23779,train,2_1_5_14,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Bottom_推球/2_1_5_14,Bottom_推球,20,60,60
23780,train,2_1_5_16,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Bottom_推球/2_1_5_16,Bottom_推球,20,63,63
23781,train,2_1_5_4,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Bottom_推球/2_1_5_4,Bottom_推球,20,52,52
23782,train,2_1_9_5,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Bottom_推球/2_1_9_5,Bottom_推球,20,59,59
23783,train,2_1_9_7,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Bottom_推球/2_1_9_7,Bottom_推球,20,51,51
23784,train,2_2_12_4,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Bottom_推球/2_2_12_4,Bottom_推球,20,63,63
23785,train,2_2_12_8,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Bottom_推球/2_2_12_8,Bottom_推球,20,37,37
23786,train,2_2_13_3,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Bottom_推球/2_2_13_3,Bottom_推球,20,62,62
23787,train,2_2_13_7,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Bottom_推球/2_2_13_7,Bottom_推球,20,63,63
23788,train,2_2_15_13,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Bottom_推球/2_2_15_13,Bottom_推球,20,60,60
23789,train,2_2_15_5,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Bottom_推球/2_2_15_5,Bottom_推球,20,52,52
23790,train,2_2_1_7,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Bottom_推球/2_2_1_7,Bottom_推球,20,59,59
23791,train,2_2_21_6,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Bottom_推球/2_2_21_6,Bottom_推球,20,59,59
23792,train,2_2_24_5,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Bottom_推球/2_2_24_5,Bottom_推球,20,36,36
23793,train,2_2_26_3,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Bottom_推球/2_2_26_3,Bottom_推球,20,59,59
23794,train,2_2_2_33,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Bottom_推球/2_2_2_33,Bottom_推球,20,69,69
23795,train,2_2_31_2,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Bottom_推球/2_2_31_2,Bottom_推球,20,65,65
23796,train,2_2_35_9,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Bottom_推球/2_2_35_9,Bottom_推球,20,56,56
23797,train,2_2_37_5,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Bottom_推球/2_2_37_5,Bottom_推球,20,55,55
23798,train,2_2_38_10,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Bottom_推球/2_2_38_10,Bottom_推球,20,61,61
23799,train,2_2_38_2,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Bottom_推球/2_2_38_2,Bottom_推球,20,50,50
23800,train,2_2_38_6,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Bottom_推球/2_2_38_6,Bottom_推球,20,63,63
23801,train,2_2_40_13,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Bottom_推球/2_2_40_13,Bottom_推球,20,63,63
23802,train,2_2_40_15,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Bottom_推球/2_2_40_15,Bottom_推球,20,50,50
23803,train,2_2_40_17,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Bottom_推球/2_2_40_17,Bottom_推球,20,52,52
23804,train,2_2_40_3,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Bottom_推球/2_2_40_3,Bottom_推球,20,56,56
23805,train,2_2_40_9,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Bottom_推球/2_2_40_9,Bottom_推球,20,63,63
23806,train,2_2_9_14,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Bottom_推球/2_2_9_14,Bottom_推球,20,65,65
23807,train,2_2_9_6,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Bottom_推球/2_2_9_6,Bottom_推球,20,58,58
23808,train,30_1_12_2,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Bottom_推球/30_1_12_2,Bottom_推球,20,55,55
23809,train,30_2_11_2,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Bottom_推球/30_2_11_2,Bottom_推球,20,44,44
23810,train,30_2_16_2,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Bottom_推球/30_2_16_2,Bottom_推球,20,75,75
23811,train,30_2_24_19,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Bottom_推球/30_2_24_19,Bottom_推球,20,73,73
23812,train,30_2_26_2,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Bottom_推球/30_2_26_2,Bottom_推球,20,66,66
23813,train,30_2_36_12,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Bottom_推球/30_2_36_12,Bottom_推球,20,40,40
23814,train,30_2_40_2,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Bottom_推球/30_2_40_2,Bottom_推球,20,45,45
23815,train,30_3_22_15,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Bottom_推球/30_3_22_15,Bottom_推球,20,40,40
23816,train,30_3_24_6,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Bottom_推球/30_3_24_6,Bottom_推球,20,40,40
23817,train,30_3_26_7,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Bottom_推球/30_3_26_7,Bottom_推球,20,48,48
23818,train,30_3_33_2,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Bottom_推球/30_3_33_2,Bottom_推球,20,24,24
23819,train,30_3_37_20,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Bottom_推球/30_3_37_20,Bottom_推球,20,43,43
23820,train,30_3_37_8,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Bottom_推球/30_3_37_8,Bottom_推球,20,25,25
23821,train,30_3_3_2,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Bottom_推球/30_3_3_2,Bottom_推球,20,58,58
23822,train,30_3_41_19,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Bottom_推球/30_3_41_19,Bottom_推球,20,58,58
23823,train,30_3_42_5,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Bottom_推球/30_3_42_5,Bottom_推球,20,34,34
23824,train,30_3_8_2,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Bottom_推球/30_3_8_2,Bottom_推球,20,40,40
23825,train,31_1_19_2,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Bottom_推球/31_1_19_2,Bottom_推球,20,64,64
23826,train,31_1_21_2,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Bottom_推球/31_1_21_2,Bottom_推球,20,57,57
23827,train,31_1_22_9,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Bottom_推球/31_1_22_9,Bottom_推球,20,49,49
23828,train,31_1_25_3,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Bottom_推球/31_1_25_3,Bottom_推球,20,64,64
23829,train,31_1_27_11,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Bottom_推球/31_1_27_11,Bottom_推球,20,64,64
23830,train,31_1_27_5,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Bottom_推球/31_1_27_5,Bottom_推球,20,66,66
23831,train,31_1_2_2,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Bottom_推球/31_1_2_2,Bottom_推球,20,64,64
23832,train,31_1_5_5,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Bottom_推球/31_1_5_5,Bottom_推球,20,55,55
23833,train,31_1_6_9,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Bottom_推球/31_1_6_9,Bottom_推球,20,70,70
23834,train,31_1_8_15,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Bottom_推球/31_1_8_15,Bottom_推球,20,66,66
23835,train,31_1_9_5,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Bottom_推球/31_1_9_5,Bottom_推球,20,47,47
23836,train,31_2_12_3,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Bottom_推球/31_2_12_3,Bottom_推球,20,55,55
23837,train,31_2_13_2,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Bottom_推球/31_2_13_2,Bottom_推球,20,64,64
23838,train,31_2_15_5,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Bottom_推球/31_2_15_5,Bottom_推球,20,66,66
23839,train,31_2_19_2,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Bottom_推球/31_2_19_2,Bottom_推球,20,63,63
23840,train,31_2_1_2,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Bottom_推球/31_2_1_2,Bottom_推球,20,52,52
23841,train,31_2_20_19,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Bottom_推球/31_2_20_19,Bottom_推球,20,55,55
23842,train,31_2_20_21,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Bottom_推球/31_2_20_21,Bottom_推球,20,58,58
23843,train,31_2_20_23,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Bottom_推球/31_2_20_23,Bottom_推球,20,67,67
23844,train,31_2_21_4,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Bottom_推球/31_2_21_4,Bottom_推球,20,41,41
23845,train,31_2_22_2,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Bottom_推球/31_2_22_2,Bottom_推球,20,60,60
23846,train,31_2_23_10,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Bottom_推球/31_2_23_10,Bottom_推球,20,64,64
23847,train,31_2_23_2,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Bottom_推球/31_2_23_2,Bottom_推球,20,52,52
23848,train,31_2_24_2,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Bottom_推球/31_2_24_2,Bottom_推球,20,57,57
23849,train,31_2_27_3,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Bottom_推球/31_2_27_3,Bottom_推球,20,60,60
23850,train,31_2_28_2,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Bottom_推球/31_2_28_2,Bottom_推球,20,66,66
23851,train,31_2_29_2,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Bottom_推球/31_2_29_2,Bottom_推球,20,34,34
23852,train,31_2_29_8,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Bottom_推球/31_2_29_8,Bottom_推球,20,39,39
23853,train,31_2_34_2,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Bottom_推球/31_2_34_2,Bottom_推球,20,48,48
23854,train,31_2_35_5,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Bottom_推球/31_2_35_5,Bottom_推球,20,60,60
23855,train,31_2_36_2,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Bottom_推球/31_2_36_2,Bottom_推球,20,63,63
23856,train,31_2_3_6,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Bottom_推球/31_2_3_6,Bottom_推球,20,46,46
23857,train,31_2_4_2,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Bottom_推球/31_2_4_2,Bottom_推球,20,48,48
23858,train,31_2_7_22,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Bottom_推球/31_2_7_22,Bottom_推球,20,67,67
23859,train,31_2_7_2,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Bottom_推球/31_2_7_2,Bottom_推球,20,66,66
23860,train,31_2_7_8,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Bottom_推球/31_2_7_8,Bottom_推球,20,63,63
23861,train,32_1_10_14,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Bottom_推球/32_1_10_14,Bottom_推球,20,57,57
23862,train,32_1_10_24,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Bottom_推球/32_1_10_24,Bottom_推球,20,44,44
23863,train,32_1_11_22,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Bottom_推球/32_1_11_22,Bottom_推球,20,63,63
23864,train,32_1_11_6,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Bottom_推球/32_1_11_6,Bottom_推球,20,57,57
23865,train,32_1_13_2,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Bottom_推球/32_1_13_2,Bottom_推球,20,58,58
23866,train,32_1_13_6,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Bottom_推球/32_1_13_6,Bottom_推球,20,63,63
23867,train,32_1_14_6,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Bottom_推球/32_1_14_6,Bottom_推球,20,72,72
23868,train,32_1_16_10,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Bottom_推球/32_1_16_10,Bottom_推球,20,64,64
23869,train,32_1_18_9,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Bottom_推球/32_1_18_9,Bottom_推球,20,48,48
23870,train,32_1_22_9,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Bottom_推球/32_1_22_9,Bottom_推球,20,67,67
23871,train,32_1_26_19,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Bottom_推球/32_1_26_19,Bottom_推球,20,60,60
23872,train,32_1_28_14,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Bottom_推球/32_1_28_14,Bottom_推球,20,63,63
23873,train,32_1_28_2,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Bottom_推球/32_1_28_2,Bottom_推球,20,63,63
23874,train,32_1_28_6,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Bottom_推球/32_1_28_6,Bottom_推球,20,63,63
23875,train,32_1_29_2,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Bottom_推球/32_1_29_2,Bottom_推球,20,54,54
23876,train,32_1_33_23,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Bottom_推球/32_1_33_23,Bottom_推球,20,55,55
23877,train,32_1_33_27,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Bottom_推球/32_1_33_27,Bottom_推球,20,60,60
23878,train,32_1_33_5,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Bottom_推球/32_1_33_5,Bottom_推球,20,65,65
23879,train,32_1_35_9,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Bottom_推球/32_1_35_9,Bottom_推球,20,66,66
23880,train,32_1_37_3,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Bottom_推球/32_1_37_3,Bottom_推球,20,81,81
23881,train,32_1_41_16,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Bottom_推球/32_1_41_16,Bottom_推球,20,69,69
23882,train,32_1_7_2,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Bottom_推球/32_1_7_2,Bottom_推球,20,60,60
23883,train,32_2_11_7,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Bottom_推球/32_2_11_7,Bottom_推球,20,38,38
23884,train,32_2_20_3,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Bottom_推球/32_2_20_3,Bottom_推球,20,71,71
23885,train,32_2_21_15,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Bottom_推球/32_2_21_15,Bottom_推球,20,72,72
23886,train,32_2_21_27,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Bottom_推球/32_2_21_27,Bottom_推球,20,68,68
23887,train,32_2_21_29,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Bottom_推球/32_2_21_29,Bottom_推球,20,69,69
23888,train,32_2_21_3,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Bottom_推球/32_2_21_3,Bottom_推球,20,75,75
23889,train,32_2_21_9,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Bottom_推球/32_2_21_9,Bottom_推球,20,66,66
23890,train,32_2_23_3,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Bottom_推球/32_2_23_3,Bottom_推球,20,72,72
23891,train,32_2_25_4,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Bottom_推球/32_2_25_4,Bottom_推球,20,71,71
23892,train,32_2_27_10,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Bottom_推球/32_2_27_10,Bottom_推球,20,71,71
23893,train,32_2_27_6,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Bottom_推球/32_2_27_6,Bottom_推球,20,64,64
23894,train,32_2_29_17,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Bottom_推球/32_2_29_17,Bottom_推球,20,51,51
23895,train,32_2_3_8,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Bottom_推球/32_2_3_8,Bottom_推球,20,43,43
23896,train,32_2_4_7,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Bottom_推球/32_2_4_7,Bottom_推球,20,70,70
23897,train,32_2_6_7,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Bottom_推球/32_2_6_7,Bottom_推球,20,67,67
23898,train,32_2_9_4,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Bottom_推球/32_2_9_4,Bottom_推球,20,69,69
23899,train,32_3_11_2,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Bottom_推球/32_3_11_2,Bottom_推球,20,55,55
23900,train,32_3_15_6,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Bottom_推球/32_3_15_6,Bottom_推球,20,57,57
23901,train,32_3_1_12,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Bottom_推球/32_3_1_12,Bottom_推球,20,63,63
23902,train,32_3_1_6,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Bottom_推球/32_3_1_6,Bottom_推球,20,66,66
23903,train,32_3_20_3,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Bottom_推球/32_3_20_3,Bottom_推球,20,66,66
23904,train,32_3_21_7,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Bottom_推球/32_3_21_7,Bottom_推球,20,63,63
23905,train,32_3_22_7,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Bottom_推球/32_3_22_7,Bottom_推球,20,59,59
23906,train,32_3_24_9,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Bottom_推球/32_3_24_9,Bottom_推球,20,68,68
23907,train,32_3_25_3,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Bottom_推球/32_3_25_3,Bottom_推球,20,65,65
